,road,latitude_road,longitude_road,murder,robber,rape,theft,violence,crime_counts,camera,latitude_camera,longitude_camera,total_p,total_m,total_f,interval,lamp
214,남부순환로188길,37.4843856,126.9336872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
215,행운9길,37.4828947,126.9602878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
216,신림로44나길,37.4782211,126.9357539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
217,난곡로24라길,37.4686705,126.92199840000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
218,문성로16다길,37.4717344,126.9116885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.46764592,126.91349699999999,,,,,
219,신림로7길,37.46982970000001,126.9414927,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,,,,,
220,호암로22길,37.4682891,126.9360771,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.46902206,126.933227,,,,,
221,난향5길,37.4621625,126.9166123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
222,남부순환로262길,37.4756842,126.974354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
223,법원단지9길,37.4754384,126.9223968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,29.0,,
224,문성로31길,37.4797036,126.9289706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
225,서원1길,37.477317600000006,126.9338646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
226,장군봉6길,37.4815182,126.9383883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
227,남부순환로256다길,37.4726283,126.9733369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
228,신림로64길,37.4851956,126.931931,0.0,0.0,2.0,5.0,3.0,10.0,0.0,0.0,0.0,38.0,38.0,38.0,,
229,낙성대역8길,37.4737075,126.9611837,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.47447325,126.96117279999999,,,,,
230,인헌23길,37.4700396,126.9704434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
231,난향16길,37.4638393,126.9152262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
232,쑥고개로26길,37.4775086,126.9492987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.46644889,126.92185729999999,,,,,
233,남부순환로154길,37.4813214,126.9199947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
234,복은12길,37.47464520000001,126.9419091,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.47462974,126.94185470000001,,,,,
235,남현3가길,37.47400089999999,126.9769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
236,남부순환로208길,37.4816638,126.9434069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
237,청룡8길,37.4801664,126.9444264,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.47987243,126.94598700000002,36.0,35.0,36.0,,
238,성림2길,37.4651129,126.9306869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
239,양녕로6가길,37.4858511,126.9489721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
240,남부순환로256라길,37.4720458,126.9733097,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,,,,,
241,신원로3라길,37.4820644,126.9258159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
242,미성10길,37.4721012,126.91196809999998,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,,,,,
243,청룡4길,37.4809911,126.9454393,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.48008749,126.9438852,,,,,
244,난곡로75길,37.4856861,126.9130135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
245,청룡11길,37.4774293,126.9461586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
246,청룡15길,37.4767826,126.9462561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.47660905,126.94691090000002,,,,,
247,양지10길,37.4706053,126.9273631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
248,원신5길,37.4683346,126.9315163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
249,보라매로2길,37.4898721,126.9292715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
250,인헌15길,37.4709283,126.9680129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
251,난곡로65길,37.482286,126.9133056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
252,인헌17길,37.4707609,126.9688044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
253,행운1가길,37.48111289999999,126.9577646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
254,난곡로26라길,37.4681396,126.92405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
255,봉천로25길,37.4857337,126.9378416,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.48574948,126.93797690000001,,,,,
256,난곡로66길,37.48263220000001,126.9151979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
257,관악로24가길,37.48453920000001,126.9568312,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,
258,양지9길,37.4700438,126.9295987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
259,복은8길,37.4742692,126.9403465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
260,청림길,37.488036,126.9596111,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.48833424,126.95908349999999,,,,,
261,관천로21길,37.4881796,126.9209329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
262,난우10가길,37.476491,126.91973490000002,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.47624854,126.91948390000002,,,,,
263,법원단지28길,37.4748721,126.92445259999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
264,봉천로7길,37.49067470000001,126.9261496,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.49063061,126.9263124,,,,,
265,대학4길,37.4696886,126.9366507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
266,관악로11나길,37.4776852,126.9484777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
267,법원단지5라길,37.4773946,126.9218391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
268,조원로8길,37.4826802,126.9060872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
269,난곡로35길,37.4707566,126.9173666,0.0,0.0,1.0,9.0,11.0,21.0,4.0,37.46934289,126.918127,,,,,
270,관악로40길,37.4922356,126.9583777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,봉천3동~상도동,16.0
271,문성로28가길,37.4785571,126.926431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
272,신림로31가길,37.4762481,126.9358313,0.0,0.0,1.0,7.0,9.0,17.0,1.0,37.47697373,126.9355708,,,,,
273,양지15길,37.4687934,126.930061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
274,남부순환로246다길,37.47455460000001,126.9647249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
275,은천로21길,37.4884807,126.9483827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
276,남현8길,37.4736155,126.9753154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
277,은천로9길,37.4875024,126.9406591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
278,인헌13길,37.4721139,126.9687376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
279,미성8길,37.4739818,126.91282549999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.47351263,126.91267309999999,,,,,
280,신림동2길,37.4879109,126.9278153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
281,관악로25길,37.4846306,126.9547992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
282,남부순환로209길,37.4825354,126.94454609999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
283,관악로37길,37.4871415,126.9564462,0.0,0.0,1.0,3.0,3.0,7.0,1.0,37.48698336,126.95606070000001,,,,,
284,난곡로64가길,37.47848320000001,126.915749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
285,난우길,37.475377,126.9177646,0.0,0.0,0.0,2.0,1.0,3.0,9.0,37.47587344,126.9181953,28.0,27.0,30.0,,
286,법원단지5다길,37.478072,126.92076000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
287,난곡로50길,37.477395,126.9160956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
288,원신7길,37.4666764,126.9297043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
289,미성3길,37.47363350000001,126.9159331,0.0,0.0,0.0,2.0,2.0,4.0,5.0,37.47379633,126.91691409999999,,,,,
290,봉천로29길,37.4854642,126.9409312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
291,국회단지16길,37.4894528,126.9430779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
292,보라매로7길,37.4942208,126.9267693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
293,관천로27길,37.488901,126.9192601,0.0,0.0,3.0,16.0,19.0,38.0,0.0,0.0,0.0,,,,,
294,낙성대역14길,37.4732833,126.9632979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
295,난향7길,37.46094470000001,126.9153426,0.0,0.0,1.0,1.0,2.0,4.0,1.0,37.45886082,126.917401,,,,,
296,난곡로46길,37.4766436,126.9164473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
297,양녕로2길,37.4836394,126.9477422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
298,은천로32길,37.4850889,126.9530128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
299,봉천로23마길,37.4883885,126.9356494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
300,신림로15길,37.4678959,126.9370369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
301,솔밭로,37.4778078,126.9628493,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.47943617,126.9635368,,,,낙성대역 ~ 장미원아파트,14.0
302,쑥고개로1나길,37.4781303,126.937926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
303,국회단지13길,37.4891792,126.9405385,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.48941406,126.941028,,,,,
304,인헌12다길,37.470406200000006,126.9659467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
305,보라매로5길,37.4915334,126.9246884,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,,,,,
306,남부순환로163나길,37.4844026,126.9221963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
307,난곡로48길,37.4768503,126.9165054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
308,남부순환로191길,37.4857385,126.9342196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
309,난향3길,37.4620471,126.9166239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.46178249,126.916206,,,,,
310,원신1길,37.4695164,126.9323296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
311,남부순환로143나길,37.48313579999999,126.9115423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
312,문성로30길,37.4785669,126.9284624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.47805312,126.9282479,,,,,
313,난곡로64길,37.4818254,126.9177517,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,,,,,
314,봉천로23길,37.4877249,126.9356288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
315,봉천로30길,37.4837,126.9397866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
316,조원로12길,37.481592600000006,126.9064158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
317,쑥고개로2길,37.4762349,126.9388544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
318,인헌3나길,37.4739365,126.968061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
319,양지13길,37.468506700000006,126.9301464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
320,봉천로27길,37.484907,126.9391699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
321,인헌4길,37.4745016,126.9663562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
322,조원로22길,37.4843601,126.9132729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
323,원신10길,37.4599222,126.92994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
324,신원로3마길,37.48209420000001,126.9253106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
325,은천로26길,37.4860549,126.950572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
326,관악로16길,37.4800426,126.9539894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
327,신사로22길,37.4886058,126.9180219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
328,청림1길,37.48905379999999,126.9584179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
329,양녕로5길,37.48505720000001,126.9454486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
330,신사로20길,37.4885525,126.9176355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,23.0,,
331,남부순환로191가길,37.4854654,126.93505079999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
332,신림로48나길,37.4788472,126.93303459999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
333,국회단지20길,37.4899958,126.9432504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
334,신사로12길,37.4876702,126.9160639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
335,낙성대역14가길,37.4728556,126.9642838,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.47348909,126.96413429999998,,,,,
336,신사로18길,37.4884126,126.9166934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
337,신림로32길,37.474604,126.9373003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
338,솔밭로5길,37.47937039999999,126.96281770000002,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.47982758,126.96306809999999,,,,,
339,난곡로11길,37.4657803,126.9178049,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.46569065,126.9171947,,,,,
340,낙성대역3길,37.475729,126.9628465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.4754572,126.9625381,,,,,
341,난곡로25가길,37.4699784,126.9181354,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.4700542,126.91847790000001,,,,,
342,행운7길,37.4824263,126.9597576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
343,봉천로14길,37.4874895,126.9303457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
344,인헌19길,37.4707117,126.9701955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
345,신사로26길,37.4874648,126.9185307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
346,조원로33길,37.4868594,126.9210179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
347,당곡6가길,37.49205739999999,126.92852140000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
348,난곡로26마길,37.46825070000001,126.9244049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
349,국회단지21길,37.490393,126.9413648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
350,대학6길,37.4690969,126.936217,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.46905946,126.93642279999999,,,,,
351,서원10길,37.4762946,126.9317214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
352,난곡로30나길,37.4709986,126.9224171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
353,남부순환로210길,37.481683200000006,126.945484,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.48048661,126.944654,,,,,
354,난곡로39길,37.4750509,126.91622859999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
355,난곡로25길,37.47045670000001,126.9194197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
356,대학5길,37.4690928,126.9384072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
357,시흥대로164길,37.4815875,126.9024527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
358,남부순환로168라길,37.4801315,126.9256512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
359,법원단지3길,37.4751389,126.9190032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
360,인헌1나길,37.4734213,126.969598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.47337155,126.969902,,,,,
361,남부순환로166길,37.4814237,126.9237525,0.0,0.0,1.0,6.0,7.0,14.0,4.0,37.48043463,126.92393340000001,,,,,
362,문성로27길,37.47965470000001,126.9269546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
363,호암로16길,37.4643305,126.9335063,0.0,0.0,0.0,2.0,3.0,5.0,1.0,37.46556777,126.9331702,,,,,
364,신림동5가길,37.4867773,126.9267121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
365,승방1길,37.4725674,126.9796758,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.47177181,126.97905359999999,,,,,
366,장군봉7길,37.47985429999999,126.9409514,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.48063484,126.94017120000001,,,,,
367,신림로19길,37.4684078,126.93539540000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
368,법원단지18길,37.4737098,126.9225803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.47331235,126.92363629999998,,,,,
369,국회단지23길,37.49081810000001,126.9407262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
370,신림로8길,37.47112429999999,126.939511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
371,은천로36길,37.4856241,126.9539246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
372,관악로30길,37.4858635,126.9594652,0.0,0.0,3.0,9.0,11.0,23.0,0.0,0.0,0.0,25.0,24.0,27.0,우성아파트입구~푸르지오아파트,63.0
373,양녕로6나길,37.4853781,126.9499409,0.0,0.0,2.0,9.0,11.0,22.0,4.0,37.48552653,126.94969990000001,,,,,
374,난곡로10길,37.4653935,126.9206372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
375,은천로34길,37.4859688,126.9531846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
376,은천로24길,37.4858153,126.9483281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
377,남부순환로214길,37.4805081,126.94754070000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
378,남부순환로187길,37.4851975,126.933847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
379,서림9길,37.4727403,126.9406655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
380,봉천로21라길,37.4887941,126.9335482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.48908686,126.93374140000002,,,,,
381,조원로2가길,37.4829686,126.9037586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
382,남부순환로198길,37.4840286,126.93688229999998,0.0,0.0,1.0,5.0,7.0,13.0,0.0,0.0,0.0,,,,,
383,인헌3길,37.4737054,126.9695827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
384,난곡로24다길,37.4690576,126.9218512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
385,당곡6나길,37.4925058,126.9318872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
386,봉천로55길,37.48147120000001,126.9557747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
387,관천로15길,37.4858857,126.9173824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,35.0,,
388,청룡중앙길,37.4777467,126.9471025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
389,신림로31길,37.4756591,126.9357044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
390,조원로21길,37.4853789,126.9123175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
391,난향10길,37.4630251,126.9158379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
392,남부순환로149길,37.4830353,126.9155719,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.48277114,126.9160023,,,,,
393,법원단지길,37.4763766,126.9247553,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.47570943,126.9242106,26.0,24.0,27.0,,
394,중앙1길,37.4850347,126.9508201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
395,신림로30길,37.472986,126.93626709999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
396,호암로18가길,37.4650021,126.9326064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
397,난곡로32길,37.4723696,126.9201368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
398,봉천로19길,37.4885176,126.9334313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
399,신림로7가길,37.4698659,126.94204609999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
400,남부순환로156길,37.4816779,126.9203237,0.0,0.0,0.0,1.0,1.0,2.0,1.0,37.47865536,126.92024109999998,,,,,
401,신림로44가길,37.4780708,126.936935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
402,신원로4길,37.4804286,126.9290357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
403,장군봉2길,37.4822372,126.9395629,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.48226928,126.94018390000002,28.0,28.0,28.0,,
404,신림로17길,37.46735560000001,126.9366212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
405,은천로33길,37.488161700000006,126.95276090000002,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,,,,성현로~드림타운정문,6.0
406,신림로58가길,37.4810403,126.9332909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
407,난향길,37.4630037,126.9169376,0.0,0.0,0.0,0.0,0.0,0.0,7.0,37.46283034,126.91558490000001,6.0,6.0,7.0,,
408,문성로38가길,37.4764193,126.9276979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
409,남부순환로200다길,37.4827682,126.9363115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.48272379,126.93563,,,,,
410,복은2길,37.473633,126.9377318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
411,남부순환로224길,37.4801248,126.9532527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
412,난곡로34다길,37.47155220000001,126.9223283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.47207427,126.92244860000001,,,,,
413,조원로15길,37.4846955,126.9098998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
414,관천로23길,37.4884187,126.9206798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
415,신림로29길,37.4744925,126.9342125,0.0,0.0,1.0,9.0,10.0,20.0,0.0,0.0,0.0,,,,,
416,법원단지33길,37.4764873,126.9242828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
417,조원로23길,37.4852019,126.9127766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
418,남부순환로244가길,37.4757536,126.9637365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
419,구암7길,37.4905671,126.94679840000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
420,은천로39길,37.4886703,126.95434109999998,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,,,,,
421,난곡로34길,37.4729772,126.91977620000002,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,23.0,26.0,,
422,장군봉4길,37.4818346,126.9396024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
423,문성로32가길,37.4785145,126.9294838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
424,양녕로16길,37.4905801,126.9451154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.49084507,126.9455365,,,,,
425,남현7길,37.4733808,126.9786599,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,,,,,
426,원신8길,37.4666101,126.9292344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
427,신림로50길,37.4797789,126.9316075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
428,남부순환로141가길,37.4816529,126.9085157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
429,남부순환로256나길,37.47277620000001,126.9729663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
430,남부순환로172길,37.4826201,126.9221523,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,34.0,34.0,35.0,,
431,신림로68길,37.4865872,126.93099309999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
