,도로명,총유동인구수,남성유동인구수,여성유동인구수
1027,올림픽로48길,3884857,1806305,2078552
1028,양재대로96길,6208085,2915918,3292168
1029,양재대로95길,8929211,4217918,4711292
1030,양재대로91길,6925421,3304404,3621016
1031,양재대로133길,7969994,3667340,4302656
1032,양재대로124길,8627963,3887769,4740195
1033,양재대로116길,5254524,2421074,2833450
1034,양재대로101길,9221248,4372808,4848441
1035,암사길,8410887,3859999,4550887
1036,성안로3길,4551959,2146803,2405156
1037,성내로5길,8438194,3869164,4569031
1038,상일로5길,1512289,720613,791677
1039,상암로5길,5180815,2389366,2791449
1040,상암로51길,5476351,2472301,3004050
1041,상암로4길,5623249,2624637,2998615
1042,상암로14길,6810259,3151597,3658662
1043,명일로13길,6249868,2868085,3381783
1044,동남로85길,1832194,888621,943573
1045,동남로82길,1058219,507164,551056
1046,동남로65길,1056977,477095,579882
1047,구천면로42길,11506160,5401351,6104807
1048,구천면로41길,10259857,4754798,5505060
1049,구천면로36길,8937355,4247720,4689634
1050,고덕로61길,1991707,963519,1028188
1051,고덕로25길,2324984,1082040,1242945
1052,고덕로10길,6049068,2789885,3259183
1053,강동대로53길,3999250,2003702,1995548
1054,풍성로25길,6411250,2912806,3498443
1055,오금로46길,5533828,2539050,2994777
1056,오금로36길,4024072,1901223,2122849
1057,오금로11길,6634736,3163880,3470856
1058,양재대로72길,3254788,1507966,1746822
1059,양재대로71길,3557268,1692230,1865037
1060,양재대로64길,5089158,2444685,2644474
1061,양재대로62길,3504008,1712916,1791091
1062,송파대로30길,4383669,2174288,2209381
1063,송이로36길,4239235,2016412,2222823
1064,송이로32길,5727882,2704606,3023275
1065,송이로23길,4739975,2215614,2524362
1066,삼전로13길,7676210,3535484,4140725
1067,백제고분로50길,5527555,2586597,2940958
1068,백제고분로46길,5173680,2326544,2847136
1069,백제고분로45길,5996087,2753438,3242648
1070,백제고분로42길,4657336,2081053,2576284
1071,백제고분로39길,4317208,1977928,2339280
1072,백제고분로34길,5308854,2418615,2890240
1073,백제고분로33길,5882403,2685441,3196961
1074,백제고분로32길,4278488,1956975,2321513
1075,백제고분로31길,7006572,3185199,3821374
1076,백제고분로22길,4282459,1991099,2291358
1077,백제고분로21길,5390742,2469308,2921434
1078,마천로51길,5123981,2461533,2662448
1079,동남로20길,5202926,2392487,2810437
1080,거마로20길,5398871,2594116,2804754
1081,학동로77길,3975574,1771321,2204253
1082,학동로6길,4513457,2147993,2365464
1083,학동로56길,6153451,2995537,3157914
1084,학동로38길,3659583,1833503,1826080
1085,테헤란로81길,2512458,1323559,1188899
1086,일원로9길,3487938,1653903,1834036
1087,일원로3길,3791332,1811260,1980072
1088,영동대로65길,4410979,2336224,2074756
1089,영동대로112길,1754375,848479,905894
1090,언주로81길,6646037,3391097,3254941
1091,압구정로2길,3410819,1559836,1850983
1092,선릉로18길,948903,446041,502861
1093,선릉로146길,4437131,1990275,2446857
1094,선릉로133길,5040911,2459769,2581142
1095,선릉로132길,6732222,3125880,3606341
1096,선릉로121길,4862277,2421880,2440397
1097,삼성로75길,7344389,3686054,3658334
1098,삼성로69길,6798942,3379905,3419037
1099,삼성로64길,4159716,2160352,1999364
1100,삼성로63길,6205077,3037841,3167236
1101,삼성로57길,5302129,2577340,2724788
1102,삼성로147길,4067969,1808721,2259248
1103,삼성로115길,4100688,1916824,2183864
1104,봉은사로68길,3740055,1883557,1856499
1105,봉은사로57길,3728565,1835046,1893518
1106,봉은사로43길,5811240,2915248,2895992
1107,봉은사로29길,5964702,2980584,2984117
1108,봉은사로109길,1987933,949107,1038825
1109,도산대로89길,2805800,1299463,1506337
1110,도산대로81길,2810434,1265103,1545331
1111,도산대로50길,4503501,2178334,2325168
1112,도산대로38길,2396360,1216205,1180157
1113,도산대로30길,2652730,1332024,1320705
1114,도산대로23길,3592229,1664132,1928098
1115,도산대로15길,3746472,1723406,2023067
1116,도곡로37길,5965022,2863152,3101869
1117,논현로8길,2093256,998999,1094258
1118,논현로63길,4517934,2257088,2260846
1119,논현로28길,2966246,1413410,1552836
1120,논현로26길,2910501,1419529,1490971
1121,논현로159길,3528854,1595695,1933159
1122,논현로139길,3765334,1838676,1926658
1123,논현로123길,4142563,1963121,2179441
1124,논현로115길,6310002,3087402,3222600
1125,논현로10길,3320875,1616590,1704286
1126,논현로106길,4181239,2148105,2033134
1127,남부순환로365길,4128447,1937021,2191427
1128,개포로82길,657870,303325,354546
1129,개포로28길,2320336,1128975,1191361
1130,개포로20길,3553961,1768128,1785832
1131,개포로17길,2637301,1312416,1324885
1132,강남대로140길,3578456,1740361,1838095
1133,강남대로136길,4598487,2247350,2351137
1134,강남대로118길,5001211,2374930,2626283
1135,서초중앙로8길,4358482,2152481,2206002
1136,방배중앙로21길,4705611,2148137,2557474
1137,효령로72길,3105782,1574694,1531088
1138,효령로34길,1986600,946846,1039754
1139,효령로31길,3933764,1820433,2113332
1140,효령로23길,3776780,1770361,2006419
1141,청두곶길,4772941,2107236,2665705
1142,주흥길,5379677,2628501,2751176
1143,주흥15길,4881521,2372287,2509235
1144,언남길,2778980,1430189,1348790
1145,신반포로45길,4423355,2158134,2265221
1146,서초대로8길,3412789,1529952,1882837
1147,서초대로64길,3366600,1619955,1746645
1148,서초대로4길,4676673,2058738,2617936
1149,서초대로25길,4658354,2115399,2542955
1150,서초대로23길,3988309,1818079,2170231
1151,서초대로15길,3792433,1694343,2098091
1152,사평대로57길,5092942,2532729,2560212
1153,사평대로26길,2184482,950392,1234090
1154,사평대로22길,3272492,1423480,1849011
1155,사임당로17길,4196520,2111329,2085191
1156,방배로42길,3280300,1490571,1789730
1157,방배로35길,4595534,2085182,2510352
1158,방배로18길,3300426,1501239,1799187
1159,반포대로9길,2948796,1430076,1518720
1160,바우뫼로39길,3376966,1644397,1732569
1161,마방로2길,2178646,1128541,1050105
1162,방배천로4안길,3933445,1775382,2158064
1163,동산로19길,3738789,1864413,1874375
1164,동산로10길,2780750,1367279,1413471
1165,동광로39길,3295826,1426078,1869749
1166,동광로1길,4938597,2272410,2666187
1167,동광로12길,5794898,2595631,3199268
1168,논현로27길,2773098,1377850,1395248
1169,논현로1길,3316859,1612796,1704063
1170,남부순환로339길,2628876,1331605,1297269
1171,남부순환로325길,3253815,1643393,1610422
1172,남부순환로317길,3468467,1713044,1755424
1173,고무래로8길,2833905,1316601,1517304
1174,강남대로8길,2829519,1430560,1398959
1175,강남대로34길,3484106,1682979,1801128
1176,강남대로23길,1225384,632986,592398
1177,소담길,6935584,3366562,3569021
1178,원신길,3076166,1617717,1458450
1179,양지길,3658875,1913538,1745338
1180,양산길,3275235,1676165,1599069
1181,호암로24길,7697530,4519191,3178339
1182,호암로20길,7702525,4538178,3164346
1183,행운길,8066072,3811664,4254408
1184,행운1길,7606190,3613470,3992720
1185,청림3길,5958396,2771213,3187183
1186,청룡길,8018773,3787610,4231163
1187,청룡8길,6525884,3160259,3365626
1188,중앙길,9027427,4135976,4891452
1189,조원중앙로2길,5416094,2635823,2780269
1190,조원로18길,4436904,2136430,2300475
1191,조원로10길,6073225,3151187,2922038
1192,장군봉2길,5065830,2491422,2574408
1193,장군봉1길,5832065,2819883,3012182
1194,인헌길,4766351,2144390,2621960
1195,은천로25길,4289605,1922957,2366648
1196,양녕로6길,8147098,3774443,4372655
1197,신원로3길,7325693,3555054,3770640
1198,신사로20길,4384043,2073417,2310626
1199,신림로65길,8440609,4249738,4190873
1200,신림로64길,6309916,3194324,3115592
1201,신림로48길,3856899,1917078,1939821
1202,신림로38길,5148456,2587046,2561410
1203,신림로28길,6054048,3402042,2652005
1204,신림로11길,5534626,3355333,2179293
1205,신림동길,8558755,4317582,4241172
1206,승방길,4790438,2214939,2575498
1207,서림7길,4286480,2419248,1867231
1208,봉천로33길,7525261,3479352,4045908
1209,봉천로13길,5086291,2430924,2655367
1210,복은길,5678224,2999913,2678309
1211,법원단지길,4861026,2266366,2594658
1212,법원단지9길,5332363,2472477,2859886
1213,미성5길,4625173,2179023,2446148
1214,대학길,6149498,3766436,2383061
1215,대학14길,4589395,2794427,1794968
1216,당곡길,4224082,2038294,2185788
1217,남현길,6226242,2854895,3371347
1218,남현3길,6450134,2992670,3457464
1219,남현2길,7785430,3577343,4208087
1220,남부순환로248길,4549056,2078636,2470421
1221,남부순환로234길,4286028,2061642,2224386
1222,남부순환로172길,6011263,2928355,3082908
1223,남부순환로161길,5587399,2686364,2901036
1224,남부순환로151길,4906938,2356332,2550605
1225,남부순환로142길,3971535,1909812,2061724
1226,난향길,1415916,677348,738568
1227,난우길,5579933,2602852,2977081
1228,난곡로74길,4820158,2300627,2519532
1229,난곡로34길,4624014,2169979,2454035
1230,난곡로26길,3650272,1728330,1921941
1231,난곡로24길,2813879,1334977,1478902
1232,낙성대역길,5845238,2732547,3112692
1233,국회단지길,5913351,2748378,3164973
1234,구암길,3379872,1542796,1837077
1235,관천로22길,6843806,3377613,3466193
1236,관천로15길,6771255,3247755,3523500
1237,관악로30길,5064463,2354399,2710062
1238,관악로28길,4906335,2298484,2607851
1239,관악로14길,6913637,3305373,3608264
1240,관악로10길,5266158,2525692,2740466
1241,흑석로9길,2378414,1109858,1268555
1242,흑석로13길,2349183,1079500,1269684
1243,장승배기로27길,4601419,2367267,2234154
1244,장승배기로19길,4612539,2236359,2376180
1245,장승배기로10길,4631412,2131041,2500370
1246,여의대방로46길,2936642,1414736,1521905
1247,여의대방로24길,3715184,1743174,1972008
1248,여의대방로22카길,4713410,2170008,2543401
1249,여의대방로22나길,2548823,1193456,1355367
1250,여의대방로22길,3357301,1562502,1794798
1251,양녕로26길,3572520,1593984,1978536
1252,신대방길,3528614,1677222,1851393
1253,성대로29길,5495208,2466700,3028508
1254,성대로1길,4667512,2087895,2579616
1255,서달로8가길,3753929,1720366,2033562
1256,서달로15길,2061212,953791,1107421
1257,서달로14길,2756195,1280546,1475649
1258,서달로10길,4085216,1862454,2222762
1259,상도로62길,5047779,2366583,2681196
1260,상도로61길,3781493,1824355,1957139
1261,상도로47길,4336142,2005824,2330319
1262,상도로37길,4187408,1919353,2268054
1263,상도로15길,5663046,2564633,3098413
1264,사당로8길,5956933,2720052,3236881
1265,사당로30길,3820425,1742908,2077518
1266,사당로2차길,3009482,1388445,1621038
1267,사당로29길,4792463,2190609,2601854
1268,사당로26길,4983420,2269810,2713609
1269,사당로23나길,2690566,1216707,1473859
1270,사당로23길,3157640,1417525,1740116
1271,사당로20길,5194533,2364639,2829893
1272,사당로16길,6770565,3079693,3690872
1273,사당로16가길,5735052,2598648,3136405
1274,만양로8길,5899121,3034803,2864318
1275,만양로14길,4107091,2171394,1935697
1276,등용로14길,2963685,1486027,1477658
1277,동작대로7길,7368926,3427622,3941304
1278,동작대로35길,4987230,2305596,2681634
1279,동작대로33길,6253839,2877966,3375873
1280,동작대로29길,4324287,1993333,2330954
1281,동작대로17길,4637356,2110766,2526590
1282,대방동2길,3269306,1501166,1768139
1283,대방동27길,2813302,1325543,1487758
1284,노량진로6길,4468458,2214436,2254022
1285,국사봉길,6991058,3155809,3835249
1286,국사봉2길,4882685,2198403,2684282
1287,국사봉1길,6165480,2756858,3408622
1288,영신로9길,5310686,2600921,2709765
1289,영등포로84길,5209747,2500249,2709498
1290,영등포로80길,5011845,2405203,2606641
1291,영등포로62길,3652630,1863690,1788941
1292,영등포로35길,3523621,1760484,1763137
1293,영등포로27길,4065880,1985007,2080873
1294,영등포로25길,3384424,1644844,1739579
1295,여의대방로61길,2513536,1274163,1239373
1296,여의대방로43나길,4790966,2242872,2548094
1297,여의대방로39길,2370667,1112307,1258359
1298,여의대방로35길,4012797,1875426,2137371
1299,양평로28길,1383638,702082,681556
1300,양평로22라길,1834172,925083,909088
1301,양평로19길,3036769,1537394,1499376
1302,신길로60길,5399041,2686459,2712582
1303,신길로42길,4568888,2188187,2380701
1304,신길로42가길,6868365,3325754,3542611
1305,신길로39길,5080703,2450329,2630373
1306,신길로17길,5384935,2524498,2860437
1307,선유서로28길,2971345,1473071,1498273
1308,선유서로25길,2359263,1163738,1195525
1309,선유서로24길,3108965,1530138,1578827
1310,선유로55길,2294074,1162115,1131959
1311,디지털로74길,6442566,2969040,3473526
1312,디지털로57길,5979637,2915817,3063820
1313,디지털로37길,5859792,2895872,2963920
1314,도신로62길,5336498,2521434,2815065
1315,도신로60길,4853713,2318755,2534958
1316,도신로29길,4848048,2320992,2527057
1317,도신로15길,4831974,2317123,2514851
1318,도림천로21길,5348052,2694973,2653078
1319,도림로63길,4023199,1960277,2062923
1320,도림로147길,2380610,1183269,1197341
1321,도림로112길,5050863,2404116,2646749
1322,대림로8길,5802683,2731400,3071283
1323,대림로7길,3054457,1489746,1564713
1324,대림로44길,3121008,1538272,1582735
1325,대림로34길,3634703,1827271,1807432
1326,대림로31길,3971009,2001595,1969413
1327,대림로29길,5564140,2765184,2798957
1328,대림로22길,6957347,3273673,3683673
1329,당산로46길,2694844,1292416,1402428
1330,당산로38길,3998277,1895593,2102684
1331,당산로37길,4382731,2099416,2283316
1332,당산로31길,3484628,1696338,1788290
1333,국회대로56길,2992541,1592915,1399626
1334,경인로90길,2129128,1048042,1081087
1335,경인로80길,2546305,1275173,1271130
1336,경인로77길,2525588,1260672,1264915
1337,가마산로61길,4653100,2203862,2449239
1338,시흥대로94길,3577841,1725641,1852201
1339,시흥대로84길,4296132,1985355,2310777
1340,시흥대로68길,4659873,2185067,2474805
1341,시흥대로63길,1860731,902835,957895
1342,시흥대로62가길,3888892,1831803,2057089
1343,시흥대로36길,1266474,607515,658959
1344,시흥대로22길,1504316,744137,760178
1345,시흥대로153길,3156165,1694490,1461674
1346,시흥대로150길,4483157,2236229,2246927
1347,시흥대로141길,3464928,1817902,1647026
1348,시흥대로138길,2464955,1259849,1205105
1349,시흥대로120길,4112580,2015300,2097281
1350,벚꽃로56길,2170912,1232631,938281
1351,범안로17길,1667527,889251,778276
1352,범안로11길,2053512,1121281,932232
1353,문성로5길,4635581,2237667,2397914
1354,독산로85길,3145447,1525679,1619768
1355,독산로78다길,5331599,2553107,2778492
1356,독산로70길,4954641,2377929,2576712
1357,독산로64길,3648269,1735383,1912886
1358,독산로50길,2179764,982678,1197085
1359,독산로40길,3637688,1658710,1978979
1360,독산로108길,4589377,2225997,2363379
1361,남부순환로112길,3620786,1963202,1657585
1362,금하로24길,2615439,1238669,1376770
1363,금하로1길,554462,272496,281968
1364,금하로14길,3031036,1462704,1568332
1365,가산로5길,3070137,1673886,1396251
1366,가산로3길,2133831,1191228,942602
1367,중앙로1길,2161456,1043415,1118039
1368,중앙로15길,3149424,1474695,1674729
1369,우마길,4064082,2208955,1855126
1370,오류로8길,3608118,1678569,1929549
1371,신도림로13길,2149559,1033686,1115873
1372,새말로18길,2752866,1352425,1400442
1373,부일로1길,880632,421609,459024
1374,부일로15길,1851171,877217,973953
1375,부일로11길,2011712,940972,1070740
1376,디지털로32길,3966630,2140279,1826351
1377,디지털로32가길,3839089,2091823,1747264
1378,디지털로27길,4435468,2401256,2034214
1379,도림로6길,5418426,2839525,2578899
1380,도림로12길,5803883,2929641,2874242
1381,남부순환로97길,2254282,1071118,1183164
1382,구로중앙로8길,4988725,2465185,2523541
1383,구로중앙로7길,4992706,2434684,2558022
1384,구로중앙로42길,2120607,1037240,1083367
1385,구로중앙로34길,3573096,1726587,1846509
1386,구로중앙로28길,5169385,2500383,2669002
1387,구로중앙로19길,3509371,1675968,1833403
1388,구로동로8길,8484089,4275699,4208390
1389,구로동로7길,5168643,2714557,2454087
1390,구로동로42길,4442693,2145437,2297256
1391,구로동로41길,3978971,1919323,2059648
1392,구로동로38길,4537141,2171568,2365573
1393,구로동로28길,4483625,2153096,2330530
1394,구로동로15길,3406838,1757952,1648887
1395,공원로6가길,3635218,1767574,1867646
1396,고척로52길,3069256,1461630,1607627
1397,고척로27다길,4155929,1994617,2161312
1398,고척로27길,4619431,2215887,2403542
1399,고척로21나길,3995767,1917015,2078751
1400,경인로47길,3204575,1538399,1666177
1401,경인로35길,3342040,1610654,1731386
1402,경인로31길,2948698,1438668,1510029
1403,경인로15길,3149797,1508193,1641603
1404,개봉로3길,2570590,1218270,1352320
1405,개봉로2길,2906332,1345657,1560676
1406,개봉로23가길,2607053,1239208,1367845
1407,개봉로20길,2753429,1290055,1463374
1408,개봉로1길,1676034,800355,875681
1409,개봉로17다길,4014731,1841563,2173170
1410,개봉로17길,3438211,1574164,1864048
1411,개봉로11길,3836885,1768256,2068629
1412,화곡로64길,4007686,1885688,2121999
1413,화곡로59길,2509157,1187366,1321791
1414,화곡로44나길,4649841,2204858,2444984
1415,화곡로31길,6072797,2775393,3297405
1416,화곡로20길,5946480,2761698,3184780
1417,화곡로13길,4535817,2111616,2424202
1418,초원로16길,4204365,2017233,2187132
1419,초록마을로8길,6451414,2910459,3540954
1420,초록마을로3길,5226700,2478722,2747978
1421,월정로20길,8719502,4200716,4518786
1422,우장산로6길,4785204,2110202,2675002
1423,양천로73가길,4837716,2256038,2581678
1424,양천로71길,4499914,2080084,2419830
1425,양천로49길,1031718,511366,520352
1426,양천로26길,1733522,812178,921345
1427,양천로24길,4492287,2109010,2383277
1428,양천로24가길,4375531,2077587,2297943
1429,양천로14길,4534461,2180967,2353496
1430,방화대로6라길,1571745,815551,756194
1431,방화대로21길,2887937,1441101,1446836
1432,등촌로5길,5009959,2279218,2730740
1433,등촌로55길,3264388,1504581,1759808
1434,등촌로51길,3711083,1696357,2014726
1435,등촌로39길,3408340,1558196,1850145
1436,등촌로13길,5204300,2363774,2840526
1437,남부순환로11길,2889328,1485933,1403395
1438,까치산로4길,7836837,3557953,4278884
1439,국회대로7길,4995609,2348899,2646711
1440,공항대로8길,3099175,1571483,1527691
1441,공항대로61길,4629697,2150945,2478752
1442,공항대로59다길,5833346,2710071,3123278
1443,공항대로59길,4796291,2232676,2563614
1444,공항대로55길,3526389,1647783,1878606
1445,공항대로42길,2610052,1163015,1447037
1446,공항대로38길,2000508,898404,1102104
1447,곰달래로60길,4360285,2005372,2354912
1448,곰달래로53길,4559688,2040440,2519246
1449,곰달래로47길,4973413,2238068,2735344
1450,곰달래로31길,5918053,2682978,3235075
1451,곰달래로25길,7959934,3635768,4324166
1452,개화동로25길,3232352,1577362,1654990
1453,개화동로23길,4229292,2060840,2168451
1454,강서로8길,8598182,4007411,4590769
1455,강서로5라길,4772293,2235029,2537264
1456,강서로5나길,9761781,4711536,5050245
1457,강서로5가길,11119975,5269359,5850615
1458,강서로47라길,4583907,1958254,2625653
1459,강서로47길,5247063,2277462,2969600
1460,강서로45다길,4825248,2156413,2668835
1461,강서로45길,3422823,1493352,1929471
1462,강서로35길,5139634,2364060,2775574
1463,강서로29길,7515953,3434878,4081076
1464,강서로18길,9118470,4099857,5018614
1465,강서로17가길,7185960,3277646,3908315
1466,강서로15길,14436545,6768808,7667737
1467,가로공원로80길,5909824,2661764,3248061
1468,가로공원로76가길,7102793,3238246,3864548
1469,화곡로4길,2164796,1066734,1098062
1470,화곡로3길,1496289,745377,750912
1471,지양로7길,2054804,983771,1071033
1472,중앙로55길,4922730,2317539,2605191
1473,중앙로51길,5573267,2553844,3019423
1474,중앙로47길,4573667,2178481,2395187
1475,중앙로45길,5155790,2422634,2733156
1476,중앙로36길,2946358,1406402,1539956
1477,중앙로32길,2872450,1327172,1545278
1478,중앙로25길,3342541,1595556,1746984
1479,은행정로7길,5263383,2494486,2768897
1480,은행정로5길,3342890,1577238,1765652
1481,오목로5길,5290740,2477196,2813545
1482,오목로3길,4859208,2302237,2556970
1483,오목로30길,6412518,3019148,3393370
1484,오목로23길,5783410,2714230,3069180
1485,신월로20길,4402504,2045438,2357066
1486,신월로15길,5429048,2503510,2925537
1487,신목로6길,5156550,2372133,2784418
1488,신목로5길,3186148,1465538,1720610
1489,신목로2길,3990006,1840993,2149013
1490,목동중앙서로8가길,3304898,1500136,1804762
1491,목동중앙서로7길,6072746,2785757,3286990
1492,목동중앙북로8길,4644133,2107862,2536272
1493,목동중앙북로16길,3905157,1777225,2127931
1494,목동중앙본로7길,7234103,3345209,3888894
1495,목동중앙로3길,5495625,2569756,2925869
1496,목동중앙로13나길,664773,327987,336787
1497,목동중앙남로3가길,6138749,2862778,3275971
1498,목동로9길,4476010,2077840,2398170
1499,목동로19길,5093058,2397953,2695105
1500,목동동로8길,1943568,887493,1056076
1501,목동동로12길,4710751,2139439,2571311
1502,목동남로4길,1957421,905281,1052140
1503,남부순환로88길,1592457,749216,843241
1504,남부순환로79길,3168549,1486378,1682171
1505,남부순환로70길,3218004,1528517,1689487
1506,남부순환로58길,2809674,1324529,1485145
1507,남부순환로40길,2906896,1377576,1529319
1508,남부순환로33길,3893705,1863496,2030209
1509,곰달래로5길,4326905,2039988,2286917
1510,곰달래로3길,4393148,2040769,2352379
1511,곰달래로2길,3061083,1459738,1601345
1512,곰달래로10길,5644138,2700409,2943728
1513,가로공원로58길,2192121,1034285,1157835
1514,효창원로93길,6449882,2961116,3488766
1515,토정로37길,6095634,2904078,3191557
1516,월드컵로8길,5012630,2293396,2719234
1517,월드컵로7길,5076603,2226080,2850523
1518,월드컵로36길,4982994,2193651,2789343
1519,월드컵로25길,7056861,3153432,3903430
1520,월드컵로19길,5928748,2598132,3330615
1521,월드컵로16길,6132211,2719761,3412450
1522,월드컵로11길,5984219,2601449,3382770
1523,월드컵로10길,5735925,2576855,3159072
1524,와우산로3길,2986158,1415503,1570656
1525,와우산로29길,3633802,1636510,1997291
1526,와우산로29가길,3163486,1429667,1733821
1527,양화진길,2648876,1205327,1443547
1528,양화로1길,3989792,1752569,2237223
1529,양화로11길,4459303,2051068,2408235
1530,신촌로30길,4066958,1825622,2241337
1531,신촌로28가길,3982226,1760004,2222222
1532,신촌로12길,5236107,2391608,2844500
1533,숭문길,3927791,1836807,2090983
1534,숭문8길,3768095,1704365,2063730
1535,성지3길,2481536,1162980,1318556
1536,성산로4길,5322318,2375164,2947155
1537,성미산로32길,4720641,2071201,2649440
1538,성미산로1길,6523058,2900850,3622209
1539,성미산로11길,4284055,1917814,2366241
1540,백범로16길,5961862,2841060,3120802
1541,방울내로9안길,5875830,2633935,3241896
1542,모래내로7길,3698569,1650483,2048084
1543,매봉산로2길,2213450,1094117,1119333
1544,망원로2길,6634668,2930430,3704238
1545,망원로11길,6454409,2870977,3583431
1546,만리재옛길,6902968,3194386,3708583
1547,마포대로4길,4596980,2223484,2373496
1548,마포대로20길,4781609,2213930,2567679
1549,마포대로12길,5174206,2420759,2753447
1550,동교로38길,5507751,2435458,3072293
1551,동교로27길,6326443,2817903,3508540
1552,동교로25길,4593032,2099303,2493728
1553,동교로19길,4530057,2095026,2435032
1554,동교로17길,5215090,2402781,2812309
1555,독막로8길,2836136,1349815,1486320
1556,독막로32길,5818259,2746770,3071489
1557,독막로22길,2742313,1274076,1468237
1558,도화길,5285108,2542827,2742280
1559,도화4길,5487184,2583642,2903542
1560,대흥로28길,4279065,1823261,2455804
1561,대흥로21길,6601617,2860651,3740966
1562,광성로6길,4279720,2078096,2201624
1563,홍제내길,2599910,1150834,1449078
1564,홍연길,3609072,1613389,1995683
1565,통일로39길,3976627,1767754,2208873
1566,통일로37길,4779663,2130407,2649255
1567,통일로11길,2574355,1162584,1411770
1568,충정로6길,3094927,1585381,1509546
1569,충정로4길,9610437,4867264,4743172
1570,증가로6길,5727447,2611002,3116445
1571,증가로23나길,9176796,4128030,5048765
1572,증가로20가길,7417516,3325289,4092227
1573,증가로10길,5562307,2553080,3009227
1574,응암로1길,5949862,2714991,3234873
1575,연희로10길,2436974,1164134,1272840
1576,신촌로37길,14980285,7546817,7433469
1577,수색로8길,3291691,1527718,1763973
1578,세무서길,5310502,2417025,2893476
1579,세무서2길,4885805,2203470,2682336
1580,세검정로1길,4574440,2091245,2483195
1581,북아현로4길,16446570,8247713,8198858
1582,모래내로15길,4419704,1993615,2426091
1583,명지대길,5590621,2558987,3031634
1584,독립문로8길,6057448,2812537,3244913
1585,가재울로6길,4547448,2074428,2473020
1586,통일로92길,6283802,2925702,3358100
1587,통일로87길,7381972,3365406,4016566
1588,통일로78길,4788222,2170382,2617841
1589,통일로69길,6458245,2864984,3593262
1590,진흥로1길,8865976,3946713,4919264
1591,진흥로12길,7233956,3244782,3989174
1592,증산서길,2899648,1378829,1520818
1593,증산로9길,3465642,1567654,1897988
1594,증산로5길,2920915,1344399,1576519
1595,증산로21길,8090838,3682163,4408676
1596,증산로17길,4727283,2227067,2500217
1597,증산로15길,3880097,1830071,2050025
1598,증산로13길,6023626,2775739,3247888
1599,응암로34길,8254355,3641219,4613136
1600,응암로22길,6250051,2791190,3458861
1601,응암로14길,5601073,2586579,3014494
1602,응암로13길,5663849,2618362,3045486
1603,응암로12길,5447328,2499354,2947974
1604,은평로8길,9836041,4343310,5492731
1605,은평로3길,7932786,3590095,4342690
1606,은평로20길,2850157,1265800,1584358
1607,은평로13길,5840539,2598298,3242241
1608,은평로10길,5413102,2408795,3004308
1609,연서로5길,6954472,3111152,3843318
1610,연서로41길,4760404,2205679,2554724
1611,연서로3길,6176678,2784771,3391906
1612,연서로34길,4943326,2235597,2707729
1613,연서로33길,4532259,2077675,2454585
1614,연서로29길,6497085,2934764,3562323
1615,연서로28길,6521111,2942364,3578748
1616,연서로27길,8650680,3899307,4751372
1617,연서로21길,6382629,2834054,3548574
1618,연서로17길,5995952,2635297,3360655
1619,연서로16길,6888838,3036295,3852545
1620,연서로13길,6249865,2718500,3531366
1621,연서로11길,6298074,2764864,3533209
1622,역말로9길,7136376,3121811,4014565
1623,수색로18길,1456800,734692,722108
1624,서오릉로8길,6141954,2746019,3395936
1625,서오릉로21길,4177864,1868442,2309423
1626,불광천길,8177009,3656008,4521002
1627,갈현로7길,6342739,2858770,3483969
1628,갈현로41길,6002480,2695829,3306650
1629,갈현로33길,6350793,2827873,3522920
1630,갈현로1길,6106705,2798273,3308432
1631,가좌로7길,8849256,4011085,4838172
1632,한글비석로44길,6056335,2794324,3262011
1633,한글비석로24길,6745592,3112395,3633197
1634,한글비석로22길,4191666,1925052,2266614
1635,석계로1길,3442585,1684166,1758419
1636,상계로9가길,8681532,3976171,4705361
1637,상계로1길,5820494,2711508,3108987
1638,상계로12길,10146888,4562908,5583981
1639,동일로242길,2680353,1224028,1456325
1640,동일로192길,9140526,4432496,4708031
1641,동일로173가길,6734877,3233270,3501607
1642,공릉로58길,1585561,738294,847267
1643,해등로16길,4399050,2029468,2369581
1644,우이천로4다길,5084488,2343037,2741450
1645,우이천로32길,3670706,1652471,2018236
1646,시루봉로23길,2116576,1028229,1088346
1647,삼양로144길,2123224,921340,1201884
1648,방학로6가길,4659893,2192504,2467389
1649,방학로5길,5724736,2647479,3077257
1650,방학로15길,2306485,1044749,1261736
1651,방학로10길,3455245,1610313,1844932
1652,도봉산길,1318075,639584,678492
1653,도봉산4길,347720,169946,177773
1654,도봉로181길,1994502,970627,1023874
1655,도봉로169나길,1592915,760609,832307
1656,도봉로156길,1663146,820102,843044
1657,도봉로152가길,1807937,878770,929168
1658,도봉로147길,4768905,2260162,2508742
1659,도봉로143길,3366670,1588190,1778480
1660,도봉로114길,9109444,4168507,4940936
1661,도봉로109길,7169446,3263301,3906145
1662,도당로29길,4526245,2163906,2362338
1663,도당로19길,4401041,2076540,2324501
1664,도당로13바길,3977286,1871789,2105497
1665,도당로13가길,4088515,1920653,2167862
1666,덕릉로60길,5276086,2409583,2866503
1667,노해로63다길,2556699,1167285,1389413
1668,노해로60길,7881006,3601708,4279298
1669,한천로140길,5528402,2593688,2934715
1670,한천로139가길,5523000,2610088,2912912
1671,한천로132길,7195253,3368820,3826433
1672,한천로130길,6201615,2908047,3293568
1673,한천로124나길,5750918,2705387,3045530
1674,한천로109길,3953165,1768508,2184658
