,도로명,총유동인구수,남성유동인구수,여성유동인구수
3036,천호대로170길,11302392,5319136,5983257
3037,천호대로162길,10226761,4741252,5485509
3038,천중로51길,7931081,3630522,4300560
3039,천중로39길,10043402,4716211,5327191
3040,진황도로47길,6019117,2827598,3191520
3041,진황도로27길,10934932,5147729,5787203
3042,올림픽로98길,8056127,3693326,4362801
3043,올림픽로80길,4355801,2067427,2288374
3044,올림픽로78길,4106665,1940734,2165932
3045,올림픽로77길,5477491,2577240,2900253
3046,올림픽로71길,5372449,2490918,2881530
3047,올림픽로48길,3759687,1754718,2004969
3048,양재대로96길,7117580,3377445,3740136
3049,양재대로95길,9749386,4641282,5108104
3050,양재대로91길,7175063,3446558,3728506
3051,양재대로133길,13891420,6497863,7393558
3052,양재대로124길,7798521,3581819,4216702
3053,양재대로116길,5491943,2559315,2932628
3054,양재대로101길,10148341,4843874,5304468
3055,암사길,15363600,7145354,8218247
3056,성안로3길,4657419,2198064,2459355
3057,성내로5길,8641329,3972919,4668411
3058,상일로5길,1345306,647315,697992
3059,상암로5길,5260672,2455066,2805606
3060,상암로51길,5612379,2554969,3057408
3061,상암로4길,5586714,2656029,2930686
3062,상암로14길,6668764,3126889,3541875
3063,명일로13길,6562785,3051449,3511335
3064,동남로85길,1381094,664601,716492
3065,동남로82길,838544,412243,426300
3066,동남로65길,1069890,488658,581233
3067,구천면로42길,19237347,9102920,10134427
3068,구천면로41길,15283480,7166266,8117214
3069,구천면로36길,8935194,4237248,4697945
3070,고덕로61길,1321704,634869,686836
3071,고덕로25길,2229633,1033975,1195658
3072,고덕로10길,5878039,2733441,3144599
3073,강동대로53길,3974802,1984265,1990537
3074,풍성로25길,6461927,2992218,3469709
3075,오금로46길,5943507,2731758,3211749
3076,오금로36길,4184722,2007256,2177467
3077,오금로11길,6788009,3228808,3559203
3078,양재대로72길,3557969,1645091,1912878
3079,양재대로71길,3904663,1837016,2067647
3080,양재대로64길,5387333,2621361,2765972
3081,양재대로62길,3578289,1782717,1795572
3082,송파대로30길,4576473,2295386,2281088
3083,송이로36길,4717755,2247682,2470073
3084,송이로32길,5809763,2765528,3044236
3085,송이로23길,4877981,2299756,2578224
3086,삼전로13길,8317408,3806770,4510637
3087,백제고분로50길,5756131,2665032,3091100
3088,백제고분로46길,5280115,2359915,2920199
3089,백제고분로45길,6107313,2771792,3335521
3090,백제고분로42길,4690377,2099962,2590415
3091,백제고분로39길,4175114,1916402,2258712
3092,백제고분로34길,5600681,2559805,3040877
3093,백제고분로33길,5991631,2739578,3252053
3094,백제고분로32길,4474669,2039018,2435651
3095,백제고분로31길,7626650,3435947,4190703
3096,백제고분로22길,4450796,2055666,2395131
3097,백제고분로21길,6078370,2741982,3336388
3098,마천로51길,4983852,2400727,2583125
3099,동남로20길,5418450,2470446,2948004
3100,거마로20길,5654666,2725115,2929551
3101,학동로77길,4029150,1803745,2225406
3102,학동로6길,4780512,2267291,2513220
3103,학동로56길,6484706,3104635,3380071
3104,학동로38길,3471466,1766636,1704829
3105,테헤란로81길,2611115,1387569,1223545
3106,일원로9길,3640229,1722594,1917636
3107,일원로3길,3921371,1866478,2054893
3108,영동대로65길,4424087,2349231,2074856
3109,영동대로112길,1946001,957069,988932
3110,언주로81길,6906984,3470865,3436119
3111,압구정로2길,3564963,1621898,1943066
3112,선릉로18길,899197,421484,477712
3113,선릉로146길,4086951,1819486,2267465
3114,선릉로133길,5197462,2516246,2681215
3115,선릉로132길,7026087,3243937,3782150
3116,선릉로121길,5241249,2567564,2673686
3117,삼성로75길,7316423,3676205,3640218
3118,삼성로69길,6711279,3312561,3398719
3119,삼성로64길,3876310,2005645,1870665
3120,삼성로63길,6167564,2998158,3169404
3121,삼성로57길,5093248,2464685,2628560
3122,삼성로147길,3908012,1742878,2165133
3123,삼성로115길,4275558,1993571,2281987
3124,봉은사로68길,3958634,2003822,1954814
3125,봉은사로57길,3950420,1913151,2037271
3126,봉은사로43길,5961769,2954283,3007486
3127,봉은사로29길,5808258,2939980,2868278
3128,봉은사로109길,2259479,1092520,1166959
3129,도산대로89길,2788989,1285409,1503579
3130,도산대로81길,2780885,1240088,1540797
3131,도산대로50길,4764229,2283388,2480841
3132,도산대로38길,2614992,1318038,1296953
3133,도산대로30길,2898408,1449980,1448428
3134,도산대로23길,3676382,1700002,1976380
3135,도산대로15길,3779891,1733234,2046658
3136,도곡로37길,6157677,2887746,3269931
3137,논현로8길,2090986,1012802,1078184
3138,논현로63길,4739364,2340056,2399308
3139,논현로28길,2906597,1383195,1523403
3140,논현로26길,2872199,1397702,1474496
3141,논현로159길,3633453,1638853,1994601
3142,논현로139길,3947109,1916810,2030299
3143,논현로123길,4203793,1992766,2211028
3144,논현로115길,6502269,3202942,3299328
3145,논현로10길,3390450,1676268,1714182
3146,논현로106길,4149939,2122680,2027259
3147,남부순환로365길,4287709,2054619,2233090
3148,개포로82길,686904,318196,368708
3149,개포로28길,2577260,1272867,1304394
3150,개포로20길,3677867,1857930,1819938
3151,개포로17길,2789566,1394260,1395305
3152,강남대로140길,3468252,1710310,1757942
3153,강남대로136길,4670476,2304807,2365669
3154,강남대로118길,5225168,2495299,2729869
3155,서초중앙로8길,4575423,2257359,2318064
3156,방배중앙로21길,4837216,2223132,2614085
3157,효령로72길,3335737,1681925,1653812
3158,효령로34길,2050743,969077,1081665
3159,효령로31길,3958403,1839176,2119227
3160,효령로23길,3712489,1753871,1958618
3161,청두곶길,5227521,2324854,2902668
3162,주흥길,5773427,2801791,2971636
3163,주흥15길,5230859,2542855,2688005
3164,언남길,2633372,1352631,1280742
3165,신반포로45길,4446211,2205161,2241050
3166,서초대로8길,3419463,1546911,1872550
3167,서초대로64길,3530305,1702960,1827345
3168,서초대로4길,5217997,2329500,2888499
3169,서초대로25길,4808028,2161077,2646952
3170,서초대로23길,4135938,1880361,2255578
3171,서초대로15길,4055447,1833133,2222315
3172,사평대로57길,5516020,2737096,2778925
3173,사평대로26길,2139538,947834,1191705
3174,사평대로22길,3215828,1420522,1795306
3175,사임당로17길,4422869,2225577,2197292
3176,방배로42길,3218226,1459851,1758375
3177,방배로35길,4686393,2133539,2552853
3178,방배로18길,3482556,1576714,1905840
3179,반포대로9길,2785802,1354953,1430849
3180,바우뫼로39길,3495332,1705853,1789478
3181,마방로2길,2376194,1217901,1158294
3182,방배천로4안길,4327996,1968995,2359003
3183,동산로19길,3492298,1754719,1737580
3184,동산로10길,2833283,1384281,1449002
3185,동광로39길,3294855,1437515,1857340
3186,동광로1길,4880499,2251593,2628907
3187,동광로12길,6215737,2842925,3372812
3188,논현로27길,2871130,1417713,1453417
3189,논현로1길,3250752,1586379,1664373
3190,남부순환로339길,2774311,1386022,1388290
3191,남부순환로325길,3287586,1650237,1637349
3192,남부순환로317길,3443719,1697407,1746312
3193,고무래로8길,2846663,1324955,1521707
3194,강남대로8길,2995023,1511692,1483331
3195,강남대로34길,3624857,1766515,1858342
3196,강남대로23길,1378294,711190,667106
3197,소담길,7328270,3601914,3726356
3198,원신길,3204548,1681268,1523280
3199,양지길,3883280,2024877,1858404
3200,양산길,3531433,1795178,1736257
3201,호암로24길,8322213,4821772,3500441
3202,호암로20길,8289267,4830818,3458450
3203,행운길,8169918,3843528,4326389
3204,행운1길,8414633,3998340,4416292
3205,청림3길,6051268,2820323,3230947
3206,청룡길,7803634,3728153,4075481
3207,청룡8길,7550766,3682922,3867844
3208,중앙길,10030549,4595444,5435106
3209,조원중앙로2길,5447823,2646902,2800921
3210,조원로18길,4738043,2277518,2460525
3211,조원로10길,6144148,3181099,2963048
3212,장군봉2길,5719109,2820313,2898796
3213,장군봉1길,6744608,3278224,3466383
3214,인헌길,5091420,2322282,2769138
3215,은천로25길,4196770,1845560,2351211
3216,양녕로6길,9128332,4230179,4898153
3217,신원로3길,8375795,4019827,4355968
3218,신사로20길,4416691,2077776,2338915
3219,신림로65길,9098336,4575461,4522873
3220,신림로64길,6354892,3199595,3155297
3221,신림로48길,3921103,1923014,1998089
3222,신림로38길,4865536,2462586,2402950
3223,신림로28길,6469578,3614415,2855164
3224,신림로11길,5670495,3400061,2270434
3225,신림동길,8880433,4470673,4409759
3226,승방길,5014441,2302961,2711480
3227,서림7길,4505098,2531309,1973789
3228,봉천로33길,7602597,3492932,4109665
3229,봉천로13길,5199175,2490001,2709174
3230,복은길,5591122,2962640,2628481
3231,법원단지길,5063474,2349683,2713791
3232,법원단지9길,5578369,2580165,2998205
3233,미성5길,4808930,2251043,2557887
3234,대학길,6323762,3824237,2499525
3235,대학14길,4641443,2784056,1857386
3236,당곡길,4343361,2097300,2246061
3237,남현길,6496538,2979531,3517007
3238,남현3길,6688331,3101376,3586955
3239,남현2길,7814910,3613610,4201300
3240,남부순환로248길,4880121,2268216,2611904
3241,남부순환로234길,4366958,2084112,2282845
3242,남부순환로172길,6451363,3118415,3332948
3243,남부순환로161길,5651896,2694548,2957348
3244,남부순환로151길,5222479,2497187,2725292
3245,남부순환로142길,4178593,1998046,2180545
3246,난향길,1378568,655561,723007
3247,난우길,5811239,2700239,3111001
3248,난곡로74길,5214574,2475027,2739546
3249,난곡로34길,4793449,2242458,2550991
3250,난곡로26길,3734475,1768878,1965596
3251,난곡로24길,2858097,1355398,1502700
3252,낙성대역길,6089425,2875445,3213980
3253,국회단지길,5700656,2619949,3080707
3254,구암길,3571582,1616580,1955003
3255,관천로22길,7023882,3446555,3577328
3256,관천로15길,6815273,3249583,3565691
3257,관악로30길,5170046,2420351,2749696
3258,관악로28길,5056638,2372487,2684152
3259,관악로14길,6668180,3179036,3489144
3260,관악로10길,5063134,2430820,2632314
3261,흑석로9길,2478553,1162701,1315853
3262,흑석로13길,2490388,1157232,1333157
3263,장승배기로27길,5612687,2871906,2740781
3264,장승배기로19길,5877667,2811169,3066497
3265,장승배기로10길,5004968,2309787,2695182
3266,여의대방로46길,2827764,1344044,1483720
3267,여의대방로24길,3763262,1765042,1998220
3268,여의대방로22카길,4604593,2118482,2486111
3269,여의대방로22나길,2681610,1242543,1439066
3270,여의대방로22길,3570170,1655599,1914570
3271,양녕로26길,3697526,1653371,2044155
3272,신대방길,3355556,1593678,1761879
3273,성대로29길,5693664,2574618,3119045
3274,성대로1길,4809985,2165035,2644950
3275,서달로8가길,3821353,1741328,2080025
3276,서달로15길,2224112,1040210,1183901
3277,서달로14길,2827291,1301353,1525937
3278,서달로10길,4069846,1831934,2237912
3279,상도로62길,5477485,2585643,2891842
3280,상도로61길,4267441,2054631,2212810
3281,상도로47길,4450170,2069195,2380974
3282,상도로37길,4200826,1946332,2254494
3283,상도로15길,6567629,2982350,3585279
3284,사당로8길,6048060,2735401,3312659
3285,사당로30길,4220067,1934010,2286058
3286,사당로2차길,2809312,1286646,1522665
3287,사당로29길,5349400,2498389,2851010
3288,사당로26길,5268613,2398883,2869731
3289,사당로23나길,2911402,1326316,1585086
3290,사당로23길,3392827,1537862,1854965
3291,사당로20길,5339169,2406861,2932308
3292,사당로16길,6629280,2974010,3655271
3293,사당로16가길,5847373,2621594,3225780
3294,만양로8길,6432426,3364109,3068316
3295,만양로14길,4517327,2441294,2076034
3296,등용로14길,3272018,1628066,1643952
3297,동작대로7길,7612699,3548239,4064460
3298,동작대로35길,5130008,2369648,2760360
3299,동작대로33길,6595814,3059350,3536464
3300,동작대로29길,4388606,2033889,2354717
3301,동작대로17길,5114329,2363427,2750902
3302,대방동2길,3274245,1504467,1769778
3303,대방동27길,2914905,1362449,1552456
3304,노량진로6길,5687920,2763609,2924312
3305,국사봉길,5772570,2595434,3177136
3306,국사봉2길,4404915,1987635,2417280
3307,국사봉1길,5316312,2376869,2939443
3308,영신로9길,5938625,2873830,3064795
3309,영등포로84길,5029800,2395547,2634255
3310,영등포로80길,4963409,2359366,2604043
3311,영등포로62길,3952238,1970750,1981488
3312,영등포로35길,3982195,1974365,2007829
3313,영등포로27길,4809841,2317090,2492751
3314,영등포로25길,4112477,1979793,2132684
3315,여의대방로61길,2509613,1248900,1260712
3316,여의대방로43나길,4746895,2229173,2517722
3317,여의대방로39길,2566624,1203985,1362638
3318,여의대방로35길,4386316,2053448,2332868
3319,양평로28길,1370884,686436,684448
3320,양평로22라길,1851169,919152,932016
3321,양평로19길,3416112,1697100,1719012
3322,신길로60길,5622520,2757227,2865292
3323,신길로42길,5046446,2411216,2635230
3324,신길로42가길,7113965,3419607,3694357
3325,신길로39길,5797806,2756058,3041748
3326,신길로17길,4370362,2069170,2301192
3327,선유서로28길,2952156,1493246,1458910
3328,선유서로25길,2409668,1204221,1205447
3329,선유서로24길,3172591,1591945,1580646
3330,선유로55길,2404608,1199071,1205537
3331,디지털로74길,4741563,2206701,2534862
3332,디지털로57길,5755397,2787651,2967746
3333,디지털로37길,5663480,2738538,2924941
3334,도신로62길,5261120,2466186,2794935
3335,도신로60길,4905916,2329961,2575955
3336,도신로29길,5494013,2594106,2899908
3337,도신로15길,4985568,2372499,2613069
3338,도림천로21길,5380902,2660234,2720668
3339,도림로63길,3953938,1940244,2013694
3340,도림로147길,2393553,1176545,1217008
3341,도림로112길,5408678,2544327,2864350
3342,대림로8길,4870235,2304107,2566128
3343,대림로7길,3021331,1440102,1581231
3344,대림로44길,3647674,1773711,1873963
3345,대림로34길,3974041,1971685,2002357
3346,대림로31길,4004175,1991663,2012514
3347,대림로29길,5454259,2668089,2786170
3348,대림로22길,5650761,2700761,2950000
3349,당산로46길,2872909,1393937,1478973
3350,당산로38길,4016369,1918277,2098092
3351,당산로37길,5142735,2451417,2691318
3352,당산로31길,3844158,1884285,1959875
3353,국회대로56길,3170954,1693811,1477143
3354,경인로90길,2349602,1159731,1189871
3355,경인로80길,2491024,1248781,1242243
3356,경인로77길,2534182,1256511,1277671
3357,가마산로61길,5140670,2429344,2711324
3358,시흥대로94길,3952418,1926297,2026121
3359,시흥대로84길,4263268,2003761,2259507
3360,시흥대로68길,4747252,2260794,2486457
3361,시흥대로63길,1953625,956307,997319
3362,시흥대로62가길,4014490,1924312,2090180
3363,시흥대로36길,1419668,682712,736956
3364,시흥대로22길,1566423,785313,781107
3365,시흥대로153길,3083685,1661169,1422516
3366,시흥대로150길,4642004,2310130,2331875
3367,시흥대로141길,3359581,1769797,1589786
3368,시흥대로138길,2585631,1311166,1274464
3369,시흥대로120길,4492384,2185882,2306501
3370,벚꽃로56길,2163303,1210642,952661
3371,범안로17길,1767708,945331,822378
3372,범안로11길,2010489,1099704,910784
3373,문성로5길,4814598,2312818,2501780
3374,독산로85길,3267155,1556263,1710891
3375,독산로78다길,5487713,2599080,2888634
3376,독산로70길,5138696,2461529,2677167
3377,독산로64길,3805617,1811307,1994310
3378,독산로50길,2231925,1012214,1219710
3379,독산로40길,3743384,1732067,2011317
3380,독산로108길,4723264,2287680,2435584
3381,남부순환로112길,3358396,1817330,1541066
3382,금하로24길,3031038,1435884,1595153
3383,금하로1길,628540,304421,324118
3384,금하로14길,3419426,1645169,1774255
3385,가산로5길,2956841,1607479,1349362
3386,가산로3길,2138626,1185276,953349
3387,중앙로1길,2406043,1167945,1238098
3388,중앙로15길,3243803,1538027,1705776
3389,우마길,4023950,2129372,1894578
3390,오류로8길,3614641,1673707,1940935
3391,신도림로13길,2235590,1065897,1169694
3392,새말로18길,2775928,1370728,1405200
3393,부일로1길,844041,402581,441461
3394,부일로15길,2003636,946674,1056963
3395,부일로11길,2102394,975823,1126572
3396,디지털로32길,4046002,2169116,1876885
3397,디지털로32가길,3782284,2066204,1716082
3398,디지털로27길,4433072,2344441,2088631
3399,도림로6길,5423913,2765264,2658649
3400,도림로12길,5788512,2858831,2929682
3401,남부순환로97길,2292570,1086271,1206300
3402,구로중앙로8길,4823528,2351614,2471913
3403,구로중앙로7길,4797662,2315968,2481693
3404,구로중앙로42길,2296507,1117090,1179416
3405,구로중앙로34길,3580040,1740968,1839071
3406,구로중앙로28길,5132700,2503684,2629016
3407,구로중앙로19길,3502866,1673746,1829119
3408,구로동로8길,8394838,4122115,4272724
3409,구로동로7길,5148504,2611653,2536853
3410,구로동로42길,4719147,2280443,2438704
3411,구로동로41길,3918043,1883625,2034418
3412,구로동로38길,4558010,2185412,2372598
3413,구로동로28길,4249491,2021031,2228459
3414,구로동로15길,3340306,1663935,1676370
3415,공원로6가길,3641337,1787781,1853556
3416,고척로52길,3221509,1544956,1676553
3417,고척로27다길,4235040,2048664,2186375
3418,고척로27길,4719130,2276433,2442696
3419,고척로21나길,4118931,1974979,2143951
3420,경인로47길,3301152,1605698,1695454
3421,경인로35길,3478240,1683749,1794490
3422,경인로31길,3056277,1493308,1562969
3423,경인로15길,3237607,1561836,1675770
3424,개봉로3길,2420744,1136084,1284659
3425,개봉로2길,2728735,1258392,1470343
3426,개봉로23가길,2780040,1321630,1458410
3427,개봉로20길,2855105,1328406,1526699
3428,개봉로1길,1701302,800063,901239
3429,개봉로17다길,4132008,1882998,2249009
3430,개봉로17길,3591216,1627401,1963815
3431,개봉로11길,3746559,1700616,2045943
3432,화곡로64길,4136087,1949039,2187049
3433,화곡로59길,2656569,1265779,1390789
3434,화곡로44나길,4154079,1984412,2169669
3435,화곡로31길,6124473,2792861,3331612
3436,화곡로20길,6127188,2823896,3303293
3437,화곡로13길,4604630,2149078,2455552
3438,초원로16길,4176291,1999803,2176489
3439,초록마을로8길,6618745,3003440,3615305
3440,초록마을로3길,4941471,2313564,2627908
3441,월정로20길,7711375,3645567,4065809
3442,우장산로6길,4071965,1804828,2267136
3443,양천로73가길,4819294,2267517,2551777
3444,양천로71길,4448257,2063945,2384312
3445,양천로49길,1059284,529867,529417
3446,양천로26길,1905745,911320,994425
3447,양천로24길,4728296,2227744,2500552
3448,양천로24가길,4528069,2141076,2386993
3449,양천로14길,4699059,2244861,2454199
3450,방화대로6라길,1475205,779434,695771
3451,방화대로21길,2722701,1341853,1380849
3452,등촌로5길,4859479,2177594,2681885
3453,등촌로55길,3412643,1572938,1839705
3454,등촌로51길,3786103,1733283,2052820
3455,등촌로39길,3255050,1503333,1751717
3456,등촌로13길,5060090,2283312,2776778
3457,남부순환로11길,2925925,1508446,1417480
3458,까치산로4길,7887616,3575160,4312457
3459,국회대로7길,5009798,2331652,2678146
3460,공항대로8길,3211315,1626897,1584419
3461,공항대로61길,4704003,2178812,2525191
3462,공항대로59다길,5882361,2742294,3140067
3463,공항대로59길,4868032,2268895,2599139
3464,공항대로55길,3616575,1701106,1915469
3465,공항대로42길,2824413,1250154,1574259
3466,공항대로38길,2071992,926510,1145481
3467,곰달래로60길,4504685,2055247,2449438
3468,곰달래로53길,4568234,2058633,2509601
3469,곰달래로47길,5106728,2323921,2782807
3470,곰달래로31길,6253337,2871939,3381399
3471,곰달래로25길,8829457,4078709,4750749
3472,개화동로25길,3504074,1718288,1785787
3473,개화동로23길,4446342,2168488,2277854
3474,강서로8길,9460521,4445755,5014768
3475,강서로5라길,5085993,2377071,2708921
3476,강서로5나길,9236295,4395286,4841010
3477,강서로5가길,11018957,5207634,5811324
3478,강서로47라길,4432121,1920669,2511451
3479,강서로47길,5025969,2208755,2817215
3480,강서로45다길,4932530,2221508,2711021
3481,강서로45길,3532428,1562676,1969753
3482,강서로35길,5277634,2423800,2853834
3483,강서로29길,7502285,3399976,4102309
3484,강서로18길,9230059,4138611,5091448
3485,강서로17가길,7111482,3198742,3912741
3486,강서로15길,13664001,6301141,7362858
3487,가로공원로80길,6275145,2795418,3479728
3488,가로공원로76가길,7334531,3276972,4057559
3489,화곡로4길,2286824,1135143,1151680
3490,화곡로3길,1540338,773374,766964
3491,지양로7길,2166175,1025674,1140501
3492,중앙로55길,5329702,2507208,2822495
3493,중앙로51길,5745879,2654089,3091789
3494,중앙로47길,4659542,2234995,2424545
3495,중앙로45길,5175984,2454310,2721674
3496,중앙로36길,3019040,1448747,1570294
3497,중앙로32길,2967175,1377128,1590046
3498,중앙로25길,3381059,1621264,1759796
3499,은행정로7길,5686572,2685716,3000857
3500,은행정로5길,3475744,1641426,1834318
3501,오목로5길,5753711,2717766,3035945
3502,오목로3길,5423986,2587932,2836054
3503,오목로30길,6826171,3205411,3620759
3504,오목로23길,6444486,3026634,3417852
3505,신월로20길,3997070,1902869,2094202
3506,신월로15길,5269507,2491365,2778141
3507,신목로6길,5323727,2460578,2863148
3508,신목로5길,3233183,1497481,1735703
3509,신목로2길,4079380,1882010,2197370
3510,목동중앙서로8가길,3495398,1581458,1913940
3511,목동중앙서로7길,6098919,2752942,3345976
3512,목동중앙북로8길,4486226,2050802,2435423
3513,목동중앙북로16길,4380679,2000164,2380515
3514,목동중앙본로7길,7508133,3481224,4026908
3515,목동중앙로3길,5753481,2663613,3089868
3516,목동중앙로13나길,729537,365937,363597
3517,목동중앙남로3가길,6179771,2860769,3319002
3518,목동로9길,4908206,2307484,2600722
3519,목동로19길,5430469,2574985,2855483
3520,목동동로8길,1931762,887043,1044719
3521,목동동로12길,4946647,2276826,2669821
3522,목동남로4길,2006942,916653,1090291
3523,남부순환로88길,1584333,746302,838031
3524,남부순환로79길,2875635,1400680,1474956
3525,남부순환로70길,3432908,1628966,1803942
3526,남부순환로58길,3025561,1421899,1603663
3527,남부순환로40길,3188380,1534252,1654130
3528,남부순환로33길,3986121,1910175,2075945
3529,곰달래로5길,4713977,2222409,2491568
3530,곰달래로3길,4605293,2132387,2472906
3531,곰달래로2길,3383883,1613880,1770003
3532,곰달래로10길,5977201,2841820,3135381
3533,가로공원로58길,2394028,1153425,1240603
3534,효창원로93길,6672744,3014546,3658198
3535,토정로37길,6151733,2900577,3251156
3536,월드컵로8길,5367160,2459335,2907825
3537,월드컵로7길,5525760,2424906,3100854
3538,월드컵로36길,5155802,2320025,2835777
3539,월드컵로25길,6696110,2983415,3712695
3540,월드컵로19길,5897331,2610374,3286958
3541,월드컵로16길,6059174,2704100,3355073
3542,월드컵로11길,6095434,2661931,3433503
3543,월드컵로10길,5912579,2666963,3245616
3544,와우산로3길,3223954,1521815,1702139
3545,와우산로29길,3811583,1728058,2083526
3546,와우산로29가길,3295974,1489391,1806585
3547,양화진길,2815398,1276472,1538927
3548,양화로1길,4196296,1834997,2361299
3549,양화로11길,4591935,2123404,2468531
3550,신촌로30길,4412332,1923701,2488631
3551,신촌로28가길,4240909,1828288,2412620
3552,신촌로12길,5483784,2539694,2944091
3553,숭문길,4038542,1922307,2116235
3554,숭문8길,3819384,1762927,2056458
3555,성지3길,2560885,1199430,1361456
3556,성산로4길,5421027,2441937,2979090
3557,성미산로32길,4632708,2031484,2601224
3558,성미산로1길,6664300,2973015,3691284
3559,성미산로11길,4218198,1870183,2348015
3560,백범로16길,6257931,3013176,3244755
3561,방울내로9안길,6180687,2745625,3435060
3562,모래내로7길,4053898,1837344,2216555
3563,매봉산로2길,2418906,1206022,1212884
3564,망원로2길,6330605,2794520,3536086
3565,망원로11길,6993572,3106305,3887267
3566,만리재옛길,7376074,3388669,3987405
3567,마포대로4길,4399330,2131658,2267673
3568,마포대로20길,5114806,2369067,2745740
3569,마포대로12길,5579792,2598526,2981267
3570,동교로38길,5521935,2462089,3059845
3571,동교로27길,6335970,2814580,3521390
3572,동교로25길,4561286,2073955,2487332
3573,동교로19길,4579223,2107281,2471942
3574,동교로17길,5388848,2476799,2912048
3575,독막로8길,3021029,1437854,1583176
3576,독막로32길,5969261,2802635,3166625
3577,독막로22길,2932267,1350938,1581329
3578,도화길,5129955,2462563,2667394
3579,도화4길,5412520,2544116,2868404
3580,대흥로28길,4414190,1870870,2543319
3581,대흥로21길,6717283,2968383,3748900
3582,광성로6길,4365241,2129367,2235873
3583,홍제내길,2276100,1016069,1260030
3584,홍연길,3743148,1680880,2062268
3585,통일로39길,4132150,1834529,2297620
3586,통일로37길,5172229,2295887,2876342
3587,통일로11길,2508500,1142827,1365672
3588,충정로6길,3280724,1691593,1589130
3589,충정로4길,9793865,4976583,4817282
3590,증가로6길,5944532,2720623,3223909
3591,증가로23나길,9905648,4491461,5414187
3592,증가로20가길,7813687,3557464,4256222
3593,증가로10길,5843710,2696353,3147356
3594,응암로1길,6423172,2944864,3478308
3595,연희로10길,2565145,1239605,1325540
3596,신촌로37길,15730058,7903615,7826443
3597,수색로8길,3376016,1553387,1822631
3598,세무서길,5607331,2541705,3065625
3599,세무서2길,5114271,2302687,2811586
3600,세검정로1길,4733543,2156330,2577212
3601,북아현로4길,17164373,8605157,8559217
3602,모래내로15길,4681606,2134860,2546746
3603,명지대길,5764405,2661103,3103302
3604,독립문로8길,6047071,2822512,3224558
3605,가재울로6길,4725556,2164125,2561432
3606,통일로92길,6486297,3069174,3417124
3607,통일로87길,7669110,3569211,4099900
3608,통일로78길,4990293,2285981,2704312
3609,통일로69길,6312819,2794537,3518281
3610,진흥로1길,9643258,4299668,5343590
3611,진흥로12길,7623067,3427451,4195615
3612,증산서길,2869302,1359365,1509937
3613,증산로9길,3457389,1593583,1863805
3614,증산로5길,2948845,1371225,1577620
3615,증산로21길,8294209,3778898,4515312
3616,증산로17길,4797080,2296933,2500149
3617,증산로15길,3947315,1887732,2059583
3618,증산로13길,6000625,2834817,3165808
3619,응암로34길,7629533,3402000,4227533
3620,응암로22길,5896703,2638871,3257831
3621,응암로14길,5857997,2717141,3140856
3622,응암로13길,5876288,2773750,3102537
3623,응암로12길,5785862,2669510,3116350
3624,은평로8길,9235381,4090198,5145185
3625,은평로3길,8172378,3685686,4486692
3626,은평로20길,2628113,1225462,1402651
3627,은평로13길,5896946,2636972,3259974
3628,은평로10길,5352691,2413392,2939299
3629,연서로5길,7664134,3464645,4199488
3630,연서로41길,4668163,2164514,2503649
3631,연서로3길,6342979,2875296,3467683
3632,연서로34길,5201304,2370560,2830743
3633,연서로33길,4533296,2084653,2448642
3634,연서로29길,6808655,3103556,3705098
3635,연서로28길,7009836,3182216,3827621
3636,연서로27길,9211203,4170436,5040767
3637,연서로21길,6476482,2881909,3594572
3638,연서로17길,6010867,2648205,3362662
3639,연서로16길,8240779,3687529,4553250
3640,연서로13길,6557340,2889844,3667496
3641,연서로11길,6770505,3018813,3751692
3642,역말로9길,7180794,3150224,4030570
3643,수색로18길,1384335,692744,691591
3644,서오릉로8길,6613428,2973891,3639537
3645,서오릉로21길,4205210,1896699,2308511
3646,불광천길,7726324,3475227,4251097
3647,갈현로7길,6446051,2910954,3535097
3648,갈현로41길,6025878,2763722,3262156
3649,갈현로33길,6498629,2925832,3572796
3650,갈현로1길,6468196,2971424,3496772
3651,가좌로7길,9655819,4420811,5235008
3652,한글비석로44길,6368327,2922338,3445990
3653,한글비석로24길,6969398,3197084,3772315
3654,한글비석로22길,4358395,1989370,2369025
3655,석계로1길,3546298,1735613,1810684
3656,상계로9가길,8999515,4078457,4921057
3657,상계로1길,6191630,2918822,3272809
3658,상계로12길,10156160,4550835,5605325
3659,동일로242길,2909122,1361181,1547942
3660,동일로192길,9258968,4511862,4747107
3661,동일로173가길,6827916,3280207,3547710
3662,공릉로58길,1536969,715604,821364
3663,해등로16길,4822561,2227502,2595060
3664,우이천로4다길,5265033,2413614,2851420
3665,우이천로32길,4016921,1792595,2224326
3666,시루봉로23길,2178727,1061305,1117422
3667,삼양로144길,2085623,912888,1172734
3668,방학로6가길,4909973,2314314,2595659
3669,방학로5길,5960769,2794797,3165972
3670,방학로15길,2275784,1033181,1242603
3671,방학로10길,3704550,1731644,1972906
3672,도봉산길,1291299,632107,659193
3673,도봉산4길,346103,166065,180039
3674,도봉로181길,1903441,935701,967740
3675,도봉로169나길,1569530,766846,802682
3676,도봉로156길,1754652,860061,894590
3677,도봉로152가길,1877730,920127,957603
3678,도봉로147길,4872183,2312990,2559192
3679,도봉로143길,3615482,1712006,1903475
3680,도봉로114길,9268979,4234724,5034255
3681,도봉로109길,7633155,3503232,4129923
3682,도당로29길,4632786,2210770,2422018
